"country","crew","purpose","duration","vehicle","eva","date"
"USA","Jeff Williams;Thomas Reiter;","ISS based EVA.  Installed floating point measurement unit on S1.  Installed MISSE 3 &4 on airlock.  Installed RJMC and replaced radiator MDM on S1.  Installed S0 radiator line shunt jumpers (2) and fluid disconnect spool positioning devices (3).  Tested infrared camera on RCC samples. Installed CETA light on S1 (connector cap lost) and nonpropulsive valve on Lab.  Removed GPS antenna #2.  Setup 3 foot restraints for 12A.  Retrieved ball stack restraint.  Photographed hatch scratch.  One of two helmets TVs inoperable. ","5:54","Incr-13","145","2006-08-03T00:00:00.000"
"USA","Jeff Wisoff;Mike Lopez-Alegria;","PMA3 released from PLB.  PMA3-Node1 cables mated.  ","7:07","STS-92/3A","98","2000-10-16T00:00:00.000"
"USA","Jeff Wisoff;Mike Lopez-Alegria;","Z1 FRGF stowed and utility tray deployed.  Tethered demo of self rescue SAFER hardware (DTO 689).","6:56","STS-92/3A","100","2000-10-18T00:00:00.000"
"USA","Jerry Ross;Jay Apt;","Freed stuck GRO high gain antenna. Started Space Station demos (recorded crew loads, variable tension rope translation, dogbone handrails).","4:26","STS-37","60","1991-04-07T00:00:00.000"
"USA","Jerry Ross;Jay Apt;","More Space Station demos (evals of 3 different carts and a tether shuttle, RMS translation rates and loads).  Time short for all RMS/EVA tests","6:00","STS-37","61","1991-04-08T00:00:00.000"
"USA","Jerry Ross;Jim Newman;","Connect PMA1-FGB power cables and PMA1/2-Node1 APAS cables","7:21","STS-88/2A","88","1998-12-07T00:00:00.000"
"USA","Jerry Ross;Jim Newman;","Deploy 2 US foot restraints and a tool stanchion.  Aid release of 2 FGB Toru antennas, install FGB aft handrail and reinstall FGB Komplast panel.  SAFER self rescue demo (DTO 689)","6:59","STS-88/2A","90","1998-12-12T00:00:00.000"
"USA","Jerry Ross;Jim Newman;","Install 2 early comm antennas and cables","7:02","STS-88/2A","89","1998-12-09T00:00:00.000"
"USA","Jerry Ross;Lee Morin;","ISS based EVA.  Installed S0-airlock handrail spur.  Installed handrails and 2 CETA lights on S0.  Deployed CETA energy absorbers.  Removed/stowed S0 keel and drag link.  J400 reconfigured.  CID 7/8 installed.  Failed Trace Gas Analyzer DTO.  ","6:37","STS-110/8A","126","2002-04-16T00:00:00.000"
"USA","Jerry Ross;Lee Morin;","ISS based EVA.  Lab-SO cables connected.  Lab-S0 aft struts installed.  ","7:30","STS-110/8A","124","2002-04-13T00:00:00.000"
"USA","Jerry Ross;Woody Spring;","EASE/ACCESS truss assembly and stowage demos.  Deployed radar target","5:38","STS-61B","58","1985-11-29T00:00:00.000"
"USA","Jerry Ross;Woody Spring;","EASE/ACCESS truss assembly, stowage and handling demos.  Simulated cable routing with rope reel and heat pipe handling with free EASE beams.","6:48","STS-61B","59","1985-12-01T00:00:00.000"
"USA","Jim Newman;Mike Massimino;","HST servicing.  Replaced 2nd solar array and its diode box.   Replaced gyro reaction wheel assy #1.","7:16","STS-109/          HST-3B","119","2002-03-05T00:00:00.000"
"USA","Jim Newman;Mike Massimino;","HST servicing.  Replaced faint object camera (FOC) with advanced camera.  Installed electronics support module in aft shroud.  Completed PCU cleanup.","7:30","STS-109/          HST-3B","121","2002-03-07T00:00:00.000"
"USA","Jim Reilly;Danny Olivas;","ISS based EVA.  Connected electrical lines btw S1 and S3/S4 trusses.  Unstowed solar array blanket boxes and beta gimbals.  Stowed the S3/S4 keel.   Removed and jettisoned thermal shrouds from 5 avionics boxes.  Released restraints for S4 radiator deployment.  Engaged drive lock, removed 6 launch locks and rigidized struts of S4 solar array alpha joint.  Removed SVS target to clear MT path","6:15","STS-117/13A","156","2007-06-11T00:00:00.000"
"USA","Jim Voss;Mike Gernhardt;","ISS task board with worksite interface samples.  Elec cuff checklist demo.  Thermal cube experiment","6:46","STS-69","76","1995-09-16T00:00:00.000"
"USA","Jim Voss;Susan Helms;","Disconnected PMA3 from Node1 electrical cables.  Installed cradle on lab in prep for SSRMS and S0 truss.  Installed rigid umbilical.  Last 2 hours spent in airlock waiting on RMS install of MPLM.  PAD lost","8:56","STS-102/5A.1","107","2001-03-10T00:00:00.000"
"USA","Joe Allen;Dale Gardner;","PALAPA retrieval.  MMU used.  Had to use manual satellite restraint when structure with RMS grapple fixture failed to attach due to unexpected structure on satellite.","6:02","STS-51A","53","1984-11-12T00:00:00.000"
"USA","Joe Allen;Dale Gardner;","WESTAR retrieval.  MMU used.  Recovered untethered torque wrench (twice) and draeger tube (once).  Lost power tool","5:48","STS-51A","54","1984-11-14T00:00:00.000"
"USA","Joe Tanner;Carlos Noriega;","Assisted P6-Z1 mechanical mating.  Mated 9 Z1-P6 electrical power cables. Released 2 sets of solar array blanket boxes and gimbal linkages.  Used tensioning devices to secure 3 of 4 gimbal linkage bolts.  Released PV radiator launch restraints and thermal sensors.","7:33","STS-97/4A","101","2000-12-03T00:00:00.000"
"USA","Joe Tanner;Carlos Noriega;","Removed/stowed Z1's ACBSP and DDCU-HP thermal shrouds.  Relocated SASA antenna from Z1 to IEA.  Inspected tensioning mechanism of incompletely deployed solar array.  Rerouted Z1 patch panel cables.  Mated 4 Z1-P6 ammonia lines.  Disconnected PMA2 cables from Node1.  Stowed EPS cable bag on P6.  Released P6 aft radiator launch restraints and thermal sensors.  Installed FGB-PMA1 jumper cables.  Stowed Z1 WIS antenna #1.","6:37","STS-97/4A","102","2000-12-05T00:00:00.000"
"USA","Joe Tanner;Carlos Noriega;","Reseated solar array tensioning cable to allow full deployment.  Installed FPP antennas on IEA and Node1. Installed Node1 centerline camera cable.  Released P6 stbd radiator launch restraints and thermal sensors.  Stowed P6 and Z1 WIS antennas.","5:10","STS-97/4A","103","2000-12-07T00:00:00.000"
"USA","Joe Tanner;Heide Stefanyshyn-Piper;","ISS based EVA.  Connected the P1/P3 lower and upper tray umbilicals.  Released solar array launch restraints and positioned the stowed arrays for automated deployment.  Rotated P4 truss keel pin to stowed position.  Removed of 2 of 16 solar array joint launch locks, deployed all 4 solar array joint braces and removed 2 avionics thermal shrouds.  Lost a small bolt/spring and washer during launch lock cover work. ","6:26","STS-115/12A","146","2006-09-12T00:00:00.000"
"USA","Joe Tanner;Heide Stefanyshyn-Piper;","ISS based EVA.  Retrieved MISSE-5 experiment.  Installed bolt retainers on the P6 beta gimbal struts.  Unable to engage hinge lock on P6 beta gimbal strut.  Freed snagged tether from mobile transporter.  Release P4 radiator launch restraints.  Set up two foot restraints for 12A.1.  Released bolt torques of P4 MMOD cover.  Replaced S-band antenna and upgraded electronics.  Installed thermal shield on Ku-band antenna electronics.  IR camera imagery of Shuttle wing leading edge.  Due to time on Sband antenna, ran out of time for lab wireless antenna and and ISS radiator IR imagery","6:42","STS-115/12A","148","2006-09-15T00:00:00.000"
"USA","John Grunsfeld;Andrew Feustel;","HST servicing.  Installed 2nd/last group of batteries.  Replaced fine guidance sensor (FGS).  Installed NOBLs 8, 5 and 7 (lots of loose debris with 2nd).  Reinstalled low gain antenna cover to permanently protect exposed antenna parts after tip accidently broken off during equipment cleanup","7:02","STS-125/HST 4","196","2009-05-18T00:00:00.000"
"USA","John Grunsfeld;Andrew Feustel;","HST servicing.  Replaced COSTAR with cosmic origins spectrograph (COS).  Repaired failed advanced camera for surveys (ACS) with removal of 4 detector circuit boards and installation of new power supply and new detector circuit boards","6:36","STS-125/HST 4","194","2009-05-16T00:00:00.000"
"USA","John Grunsfeld;Andrew Feustel;","HST servicing.  Replaced wide field camera (after high torque time consuming bolt release) and science computer.  Installed soft capture mechanism for future automated disposal mission.  Installed 2 of 3 bolt/latch mechanisms on large doors (after difficulties with alignments).  ","7:20","STS-125/HST 4","192","2009-05-14T00:00:00.000"
"USA","John Grunsfeld;Rick Linnehan;","HST servicing.  Installed NICMOS cryo cooler and radiator.   Installed new outer thermal blankets.  ","7:20","STS-109/          HST-3B","122","2002-03-08T00:00:00.000"
"USA","John Grunsfeld;Rick Linnehan;","HST servicing.  Replaced 1 of 2 solar arrays and its diode box. ","7:01","STS-109/          HST-3B","118","2002-03-04T00:00:00.000"
"USA","John Grunsfeld;Rick Linnehan;","HST servicing.  Replaced power control unit (PCU).  HST handrails inspected.","6:48","STS-109/          HST-3B","120","2002-03-06T00:00:00.000"
"USA","John Young;Charles Duke;","Collected 208 lb of rock/dust (41lb this day). ALSEP & solar wind experiments deployed. Assembled and used lunar rover (4.2 km).  ","7:11","Apollo 16","27","1972-04-21T00:00:00.000"
"USA","John Young;Charles Duke;","Collected 82 lb of rock/dust. Drove rover 11.5 km","7:23","Apollo 16","28","1972-04-22T00:00:00.000"
"USA","John Young;Charles Duke;","Collected 90 lb of rock/dust.  Drove rover 27.1 km","5:40","Apollo 16","29","1972-04-23T00:00:00.000"
"USA","John Young;Charles Duke;","Jettison suit backpacks and equip to lighten ascent","0:04","Apollo 16","30","1972-04-23T00:00:00.000"
"USA","Ken Bowersox;Don Pettit;","ISS based EVA.  Reconfigured SO, S1 and P1 cables for future trusses.  Inspected P1 NTA.  Released S1 CETA light stanchion w/Russian hammer and installed one light.  Installed Lab HX spool positioning devices (SPDÂs).  Rerouted cables for redundant power to CMG #2.  Reinstalled S1 radiator beam valve module (RBVM) thermal cover.   Replaced MT RPCM 3A.  Retrieved NH3 tank cap.  Removed tools from Node bag.  Stowed APFR ingress aid on CETA 2 WIF 4.","6:26","Incr-6","137","2003-04-08T00:00:00.000"
"USA","Ken Bowersox;Don Pettit;","ISS based EVA.  Removed debris from Node nadir CBM.  Released P1 truss radiator launch locks (10) to allow deploy.  Failed to install CETA light on S1 (jammed in launch bracket).  Measured the Early Ammonia Servicer (EAS) reservoir.  Retrieved tools from Z1 and airlock tool boxes for future.  Cut away thermal cover strap that delayed EVA by interferring with airlock hatch.","6:51","Incr-6","136","2003-01-15T00:00:00.000"
"USA","Leroy Chiao;Bill McArthur;","Z1 DDCU-HP (2) transferred from PLB to Z1.  Z1 keel relocated.  Z1-P6 launch locks released.  PMA2-Z1 cables reconfigured.  2nd tool box relocated from PLB to Z1.  Airlock depress valve cover lost","6:48","STS-92/3A","99","2000-10-17T00:00:00.000"
"USA","Leroy Chiao;Bill McArthur;","Z1 SASA antenna deployed.  DDCU thermal shrouds removed/stowed. One tool box relocated from PLB to Z1.  Z1-Node1 cables mated.  SGANT antenna dish and boom deployed.","6:28","STS-92/3A","97","2000-10-15T00:00:00.000"
"USA","Leroy Chiao;Dan Barry;","ISS umbilical tests with robotically transported portable work platform.  Elec cuff checklist demo.  ","6:09","STS-72","77",NA
"USA","Leroy Chiao;Winston Scott;","ISS thermal comfort test, cable tray test, APFR load test.  Thermal cube experiment","6:53",NA,"78",NA
"USA","Linda Godwin;Dan Tani;","Shuttle based EVA.  Installed 2 beta gimbal assy (BGA) thermal blankets.  Retrieved SASA shroud.  Inspected DCSU.  Failed attempt to lock 4th leg of BGA four bar assembly.","4:12","STS-108/UF1","116","2001-12-10T00:00:00.000"
"USA","Linda Godwin;Rich Clifford;","Deploy 4 MEEP materials experiments on Mir docking module.  Test US/Russian tether and PFR.  Retrieve camera from docking module exterior","6:03","STS-76","79",NA
"USA","Mark Lee;Carl Meade;","SAFER self rescue demo, test new tools","6:51","STS-64 ","74","1994-09-16T00:00:00.000"
"USA","Mark Lee;Steve Smith;","HST servicing (first STS external airlock sortie, depress gas flow disturbed HST solar arrays, remove/install GHRS/STIS, FOS/NICMOS )","6:42","STS-82 /      HST-2","80",NA
"USA","Mark Lee;Steve Smith;","HST servicing (remove/install DUI-2/DIU-2R, ESTR-1/SSR, replace RWA)","7:11","STS-82 /      HST-2","82",NA
"USA","Mark Lee;Steve Smith;","HST servicing (unscheduled EVA to add protective covers over degrading aluminized insulation)","5:17","STS-82 /      HST-2","84",NA
"USA","Mike Collins;","Retrieved MMOD experiment from docked Agena.  Used HHMU. Lost camera and retrieved experiment. EVA ended early by unrelated spacecraft problem","0:39","Gemini X","5","1966-07-20T00:00:00.000"
"USA","Mike Collins;","Standup EVA.  UV photos of stars.  Ended by eye irritation that impaired vision ","0:50","Gemini X","4","1966-07-19T00:00:00.000"
"USA","Mike Fincke;Greg Chamitoff;","ISS based EVA.  Permanently stowed orbiter inspection boom on ISS to expand future EVA/robotic reach for maint.  Removed P6 PDGF and installed on orbiter boom in place of EFGF to enable SSRMS handling.  Released expandable diam fasteners of spare SPDM arm.  EV2 topped off suit O2.  Took photos of DOD experiments.","7:24","STS-134/ULF6","225","2011-05-27T00:00:00.000"
"USA","Mike Foale;Bernard Harris;","Cold environment eval, large object handling eval using SPARTAN (EDFT-01)","4:39","STS-63","75","1995-02-09T00:00:00.000"
"USA","Mike Foale;Claude Nicollier;","HST servicing (486 computer and fine guidance sensor)","8:10","STS-103/       HST-3A","93","1999-12-23T00:00:00.000"
"USA","Mike Foreman;Randy Bresnick;","ISS based EVA.  Installed ham radio antennas on Columbus.  Relocated floating potential measure unit from S1 to P1. Deployed the last two payload attach structures and installed wireless video transcvr (all on S3).  Retrieved foot restraint for cabin reconfig and relocated tool stanchion.  Photographed suspect seals on Node 2 berth mechanism","6:08","STS-129/ULF3","206","2009-11-21T00:00:00.000"
"USA","Mike Foreman;Robert Satcher;","ISS based EVA.  Installed spare Sband antenna and cables for spare Kuband antenna.  Prepped for Node3 install (replace handrail w/ NH3 line bracket).  Lubricated end effectors of mobile transporter payload base and JEM robot arm.  Installed FGB-Node1 network cable.  Deployed S3 payload attach structure","6:37","STS-129/ULF3","205","2009-11-19T00:00:00.000"
"USA","Mike Fossum;Ron Garan;","ISS based EVA. Installed 2 cameras for JEM robot arm op.  Removed thermal covers from JEM arm.  Prepped JEM berthing mech for stowage module relocation (remove cover, release launch restraints, eliminate insulation interference).  Installed JEM trunnion and keep pin covers.  Prepped for N2 tank replacement.  Retrieved failed camera from truss. Inspected port solar array joint (wear and grease buildup as during past inspection but no metal shavings).","7:11","STS-124/1J","183","2008-06-05T00:00:00.000"
"USA","Mike Fossum;Ron Garan;","ISS based EVA. Released special launch restraint of elbow camera of Shuttle robotic arm. Demated Shuttle inspection boom from ISS truss to permit return/use. Prepared Japanese module for install by demating cables from Shuttle, removing berthing mech covers and releasing window locks. Worked on damaged solar array joint by reinstalling trundle bearing, confirming divot and demonstrating cleaning and lubrication. Verified cargo latch ops on mobile transporter. Removed solar array joint launch restraint.","6:48","STS-124/1J","182","2008-06-03T00:00:00.000"
"USA","Mike Fossum;Ron Garan;","ISS based EVA. Replaced N2 tank on S1 truss.  Reinstalled repaired truss camera.  Finished JEM interfaces (window launch locks, berthing mech MMOD shields, robotic arm insulation/launch lock). Sampled port solar array joint contamination.  Removed stbd solar array joint launch restraint","6:33","STS-124/1J","184","2008-06-08T00:00:00.000"
"USA","Mike Gernhardt;Jim Reilly;","First EVA based from ISS joint airlock.  4th high pressure gas tank installed.  Installed thermal cover over airlock FRGF and several airlock handrails.  Mated FGB-airlock cable for Russian suit comm.  Inspected BMRRM and FPP on top of P6.","4:02","STS-104/7A","113","2001-07-20T00:00:00.000"
"USA","Mike Gernhardt;Jim Reilly;","Shuttle based EVA.  3 of 4 high pressure gas tanks installed on airlock","6:29","STS-104/7A","112","2001-07-17T00:00:00.000"
"USA","Mike Gernhardt;Jim Reilly;","Shuttle based EVA.  Airlock-Node1 CBM cover removed.  LTA heater cable demated.  Waited on umbilicals for airlock transfer and install by SSRMS. Connected airlock heater cable. ","5:59","STS-104/7A","111","2001-07-14T00:00:00.000"
"USA","Mike Lopez-Alegria;John Herrington;","ISS based EVA.  P1-S0 cables connected.  CETA cart launch locks released.  P1 drag link stowed.   Spool positioning devices (SPD) installed.  Wireless external transceiver assy (WETA) installed on Node 1 for EVA helmet video. ","6:45","STS-113/11A","133","2002-11-26T00:00:00.000"
"USA","Mike Lopez-Alegria;John Herrington;","ISS based EVA.  P1-S0 fluid lines connected.  P1 keels stowed.  Wireless external transceiver assy (WETA) installed on P1.  CETA cart relocated from P1 to S1. ","6:10","STS-113/11A","134","2002-11-28T00:00:00.000"
"USA","Mike Lopez-Alegria;John Herrington;","ISS based EVA.  SPD's installed.  MBSU cables reconfigured.  NH3 tank lines attached.  UHF antenna deployed (MT ran into stowed UHF antenna resulting in early deploy).  SO DDCU cover installed.","7:00","STS-113/11A","135","2002-11-30T00:00:00.000"
"USA","Mike Lopez-Alegria;Sunita Williams;","ISS based EVA.  Established permanent configuration of the electrical and fluid lines of the loop A thermal system.  Secured and covered the stowed P6 stbd radiator. Relocated 1 of 2 ammonia servicer jumpers.  NH3 leakage induced bakeout and contamination sensing.   Installed ISS to Shuttle power transfer cables between Lab and Z1.  Installed handrail gap spanners on P6.","7:55","Incr-14","153","2007-01-31T00:00:00.000"
"USA","Mike Lopez-Alegria;Sunita Williams;","ISS based EVA.  Established permanent configuration of the electrical and fluid lines of the loop B thermal system.  NH3 leakage induced bakeout and contamination sensing.  Relocated ammonia servicer jumper.  Secured the stowed P6 aft radiator.  Retrieved an MDM thermal shade.  Installed ISS to Shuttle power transfer cables between Lab and PMA2.  Retrieved a foot restraint for in-cabin thermal shield removal.  Photographed P6 solar array in prep for retraction.","7:11","Incr-14","154","2007-02-04T00:00:00.000"
"USA","Mike Lopez-Alegria;Sunita Williams;","ISS based EVA.  Removed and jettisoned 4 thermal shrouds. Deployed P3 cargo attachment site  Removed last 2 launch locks from the P5 truss. Finished installation of ISS to Shuttle power transfer cables and reinstalled an in-cabin reconfigured foot restraint.  Photoed PMA2 docked audio connector.  ","6:40","Incr-14","155","2007-02-08T00:00:00.000"
"USA","Mike Massimino;Mike Good;","HST servicing.  Repaired failed space telescope imaging spectrograph (STIS) with new power supply board.  Time lost to stuck handrail bolt and failed power tool battery.  Ran out of time to install new outer blanket (NOBL) #8.  ","8:02","STS-125/HST 4","195","2009-05-17T00:00:00.000"
"USA","Mike Massimino;Mike Good;","HST servicing.  Replaced 3 of 3 gyro packages and 1st group of 3 batteries.  Tolerance issue forced installation of 1 non-optimum but adequate spare gyro.  Difficulty closing doors to gyro bay.","7:56","STS-125/HST 4","193","2009-05-15T00:00:00.000"
"USA","Neil Armstrong;Buzz Aldrin;","First to walk on the moon.  Some trouble getting out small hatch.  46.3 lb of geologic material collected.  EASEP seismograph and laser reflector exp deployed.  Solar wind exp deployed & retrieved.  400 ft (120m) circuit on foot.  Dust issue post EVA","2:32","Apollo 11","13","1969-07-20T00:00:00.000"
"USA","Neil Armstrong;Buzz Aldrin;","Jettison suit backpacks and equip to lighten ascent","0:05","Apollo 11","14","1969-07-20T00:00:00.000"
"USA","Owen Garriott;Allen Bean;","Recovered telescope camera film, material samples and meteroid exp.  Cleaned camera lens","2:41","Skylab 3","42","1973-09-22T00:00:00.000"
"USA","Owen Garriott;Jack Lousma;","Constructed/deployed twin-pole thermal shield to reduce internal spacecraft temperatures.  Loaded telescope camera with film.  Inspected previously leaking thrusters.  Restored telescope door motion and deployed meteroid sampling exp","6:31","Skylab 3","40","1973-08-06T00:00:00.000"
"USA","Owen Garriott;Jack Lousma;","Installed cable for backup gyro package.  Exchanged telescope camera film.  Deployed parasol samples","4:31","Skylab 3","41","1973-08-24T00:00:00.000"
"USA","Pat Forrester;Steve Swanson;","ISS based EVA.  Aided retraction of enough bays of P6 solar array to permit alpha joint rotation.  Removed 10 of 16 launch locks, deloyed braces and engaged drive lock of S3 solar array alpha joint","7:16","STS-117/13A","157","2007-06-13T00:00:00.000"
"USA","Pat Forrester;Steve Swanson;","ISS based EVA.  Opened H2 vent for new US O2 generator.  Installed video camera stand.  Verified drive lock config and removed 6 launch restraints of the S3 solar array alpha joint.   Stowed S3 drag link and keel pin.  Released S4 MMOD shield bolts.  Cleared MT path.  Installed FGB-Node1 local area network cable, but had to subsitute tether hooks for several MMOD shield fasteners.  Relocated foot restraint and removed handrail near Node 1 nadir port","6:29","STS-117/13A","159","2007-06-17T00:00:00.000"
"USA","Paul Richards;Andy Thomas;","Removed and stowed port early comm antenna.  Installed the external stowage platform on a lab trunnion.  Transfered a pump flow control system ORU ready for future replacement.  Inspected P6 solar array 4 bar linkage, FPP, NPV and connector J612","6:21","STS-102/5A.1","108","2001-03-12T00:00:00.000"
"USA","Paul Weitz;Joe Kerwin;","Standup EVA.  While based in hatch of just arrived hovering spacecraft, failed to pull/pry free solar panel held by cm wide scrap of MMOD shield","0:40","Skylab 2","37","1973-05-25T00:00:00.000"
"USA","Paul Weitz;Joe Kerwin;Pete Conrad;","After normal docking failed, all donned suits, depressurized spacecraft, opened forward tunnel hatch and removed the docking probe's back plate to bypass some electrical connections",NA,"Skylab 2",NA,"1973-05-25T00:00:00.000"
"USA","Peggy Whitson;Dan Tani;","ISS based EVA.  Inspected stbd solar array alpha and beta joints.  No obvious causes found for rotation issues.  Retrieved 1 trundle bearing from alpha joint for in-cabin and ground assessments.","6:56","Incr-16","172","2007-12-18T00:00:00.000"
"USA","Peggy Whitson;Dan Tani;","ISS based EVA.  Installed port thermal cooling lines on Node 2.  Connected elec cables to PMA2.  Inspected and photoed stbd solar array joint","7:04","Incr-16","171","2007-11-24T00:00:00.000"
"USA","Peggy Whitson;Dan Tani;","ISS based EVA.  Installed stbd thermal cooling lines on Node 2.  Connected elec cables to PMA2.  Lost wiretie overboard and EV2 biomed signal failed","7:16","Incr-16","170","2007-11-20T00:00:00.000"
"USA","Peggy Whitson;Dan Tani;","ISS based EVA.  Replaced failed solar array beta gimbal unit and inspected alpha joint","7:10","Incr-16","173","2008-01-30T00:00:00.000"
"USA","Peggy Whitson;Yuri Malenchenko;","ISS based EVA.  Prepared PMA2 for relocation to Node 2.  Demated electrical cables, removed light on Lab and removed thermal cover from Node 2 fwd port.  Connected power/data cables for Node 2 grapple fixture.  Connected power cable for service module power.  Replaced failed RPCM.  Reconfigured FGB-PMA1 jumpers.  Retrieved S-band signal processor.  Relocated ammonia vent tool bag on airlock.  Unable to install Node 2 handrail.  Wore overgloves for sharp edge protection","6:55","Incr-16","169","2007-11-09T00:00:00.000"
"USA","Pete Conrad;Joe Kerwin;","Without body restraint, initially unable to attach 25ft pole/cutter jaws to aluminum scrap holding jammed solar panel.  Improvised body restraint with suit tether to unexpected vehicle U bolt for 3 pt stance to enable pole positioning and cut.  After debris cut, attached pole as translation path to solar array.  Rope hooked between airlock solar array cover structure as means to overcome frozen hydraulic damper of solar array hinge.  Both crew stood under rope and pushed until array freed suddenly which caused both crew to drift free until hauled themselves back in via umbilicals.  Hardest task was restowing umbilicals into stow sphere at end of day","3:25","Skylab 2","38","1973-06-07T00:00:00.000"
"USA","Pete Conrad;Paul Weitz;","Retrieved Apollo Telescope Mount film and repaired power module relay with hammer blow.  Cleaned camera lens","1:36","Skylab 2","39","1973-06-19T00:00:00.000"
"USA","Pierre Thuot;Rick Hieb;","Capture bar/grapple fixture attach failed 3 times","3:43","STS-49","62","1992-05-10T00:00:00.000"
"USA","Pierre Thuot;Rick Hieb;","Though more careful to induce less loads, capture bar/grapple fixture attach failed 5 times","5:30","STS-49","63","1992-05-11T00:00:00.000"
"USA","Piers Sellers;Mike Fossum;","ISS based EVA.  Installed cable cutter blade blocker on mobile transporter zenith interface umbilical assembly (IUA).  Demonstrated use of RMS and boom as EV crew work platform for Shuttle thermal protection repairs","7:31","STS-121 / ULF1.1","142","2006-07-08T00:00:00.000"
"USA","Piers Sellers;Mike Fossum;","ISS based EVA.  Replaced the mobile transporter's nadir IUA and trailing umbilical cable reel.  Stowed thermal system spare pump on ISS airlock pallet.  SAFER latches found unsecured","6:47","STS-121 / ULF1.1","143","2006-07-10T00:00:00.000"
"USA","Piers Sellers;Mike Fossum;","ISS based EVA.  Tested NOAX repairs on samples of Shuttle RCC thermal protection.  Tested infrared camera on ISS radiators and Shuttle RCC.  Installed grapple fixture on S1 truss ammonia tank.  RCC repair spatula lost overboard.","7:11","STS-121 / ULF1.1","144","2006-07-12T00:00:00.000"
"USA","Rex Walheim;Hans Schlegel;","ISS based EVA.  Replaced nitrogen tank on P1 truss and installed old tank on Shuttle for earth return.  Installed trunnion covers on Columbus","6:45","STS-122/1E","175","2008-02-13T00:00:00.000"
"USA","Rex Walheim;Stan Love;","ISS based EVA.  Enabled Columbus installation (demated STS heater cables, installed grapple fixture, removed window & berthing mech covers) and began prep of nitrogen tank transfer by loosening bolts.  Accidently found possible source of cut gloves on airlock handrail (MMOD impact)","7:58","STS-122/1E","174","2008-02-11T00:00:00.000"
"USA","Rex Walheim;Stan Love;","ISS based EVA.  Installed 2 ESA science experiments, 9 handrails, 2 foot restraint sockets and keel pin cover on Columbus.  Transfered failed CMG for Shuttle return.  
Photographed sharp edge on airlock handrail","7:25","STS-122/1E","176","2008-02-15T00:00:00.000"
"USA","Richard Arnold;Joseph Acaba;","ISS based EVA. Relocated one CETA cart from port to stbd side of mobile transporter.  Again unable to finish deploy of P3 spares attach sys.  Again deferred S3 payload attach deploy and Z1 patch panel reconfig.  Lubed robotic arm end effector snares, replaced CETA cart coupler, reconfigured elec conns of truss attach bolts and freed clamps of flex hose rotary coupler.  Suit CO2 sensor failed and SAFER handcontroller door accidently opened","6:27","STS-119/15A","191","2009-03-23T00:00:00.000"
"USA","Richard Gordon;","Attached tether between Agena and Gemini.  EVA ended early due to fatigue, overheating & eye sweat","0:44","Gemini XI","6","1966-09-13T00:00:00.000"
"USA","Richard Gordon;","Standup EVA.  Took star photos. Agena tether ops","2:10","Gemini XI","7","1966-09-14T00:00:00.000"
"USA","Rick Linnehan;Garrett Reisman;","ISS based EVA.  Enabled installation of Japanese logisics module by demating heater cables and removed berthing mechanism covers.  Installed tool devices on Canadian SPDM robot arms.  Marked sharp edge on airlock handrail with wiretie and found 2nd sharp edge on portable handle","7:01","STS-123/1JA","177",NA
"USA","Rick Linnehan;Mike Foreman;","ISS based EVA.  Installed both arms on Canadian SPDM robot.  Had to use prybar to release 2 expandable dia fasteners","7:08","STS-123/1JA","178",NA
"USA","Rick Linnehan;Robert Behnken;","ISS based EVA. Installed cameras, lights and tool and spares holders on SPDM.  Removed all but a few blankets from SPDM.  Readied SPDM's spacelab pallet for return via Shuttle.  Transferred spares from Shuttle to ISS (robotic yaw joint, 2 DCSU).  Installed experiment pallet on Columbus.  Unable to install MISSE experiments on pallet due to blocked pip pin hole.","6:53","STS-123/1JA","179",NA
"USA","Rick Mastracchio;Clay Anderson;","ISS based EVA.  Relocated the S-band antenna from P6 to P1 and installed new signal processor and transponder on P1.  Retrieved P6 transponder.  Relocated CETA carts.  Damaged glove terminated EVA early.","5:28","STS-118/13A.1","163","2007-08-15T00:00:00.000"
"USA","Rick Mastracchio;Clayton Anderson;","ISS based EVA.  Finished installing new NH3 tank (fluid lines).  Stowed old NH3 tank (despite a balky bolt) and airlock MMOD shields for Shuttle return.  Relocated grapple fixture from old tank to new tank.  As prep for next Shuttle flt, relocated foot restraint and prepped cables for spare Sband antenna","6:24","STS-131/19A","213","2010-04-13T00:00:00.000"
"USA","Rick Mastracchio;Clayton Anderson;","ISS based EVA.  Removed old NH3 tank and temp stowed on CETA cart.  Overcame a troublesome bolt and installed new NH3 tank/cables.  Installed 2 radiator grapple beams and relocated a foot restraint","7:26","STS-131/19A","212","2010-04-11T00:00:00.000"
"USA","Rick Mastracchio;Clayton Anderson;","ISS based EVA.  Temp stowed new NH3 tank on ISS robot arm.  Retrieved JAXAA's MPAC/SEED experiment for return.  Replaced rate gyro assembly #1. Relocated a foot restraint socket extender.  Removed P1 flex hose rotary coupler launch restraint bolts and released cable clamps.  Tightened grapple fixture attachment bolts of old NH3 tank as prep for return to Shuttle","6:28","STS-131/19A","211","2010-04-09T00:00:00.000"
